full_name,first_name,last_name,company,Region(s),Stages,Industries
Kyle Yuan,Kyle,Yuan,Thrive Capital,"New York, New York",Series B; Other Lists,SMB Software; Consumer Internet; New York City
Kareem Zaki,Kareem,Zaki,Thrive Capital,"New York, New York",Seed; Series A; Other Lists,Digital Health; Health IT; Health & Hospital Services; Enterprise; New York City
Soraya Darabi,Soraya,Darabi,TMV,"New York, New York",Pre-seed; Seed; Series A; Other Lists,"Smart Cities/UrbanTech; Generative Tech/AI; Supply Chain Tech; Education; Future of Work; Consumer Health; Marketplaces; AI; Consumer Internet; FinTech; Female Investors; Diverse Investors; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists; New York City"
Sheema Golbaba,Sheema,Golbaba,TMV,"New York, New York",Seed; Series A; Other Lists,Creator/Passion Economy; Logistics; TransportationTech; Future of Work; FinTech; New York City
Marina Hadjipateras,Marina,Hadjipateras,TMV,"New York, New York",Seed; Series A; Other Lists,Impact; Logistics; Education; New York City
Indraja Karnik,Indraja,Karnik,TMV,"New York, New York",Seed; Series A; Other Lists,Creator/Passion Economy; Logistics; TransportationTech; Future of Work; Consumer Internet; FinTech; New York City
Emma Silverman,Emma,Silverman,TMV,New York,Seed; Series A; Other Lists,LegalTech; Creator/Passion Economy; Future of Work; TransportationTech; FinTech; New York City
Darshan Somashekar,Darshan,Somashekar,TMV,"New York, New York",Series A; Other Lists,Media/Content; SaaS; New York City
Lucas Turner-Owens,Lucas,Turner-Owens,TMV,New York,Seed; Series A; Other Lists,"Creator/Passion Economy; Future of Work; Logistics; TransportationTech; FinTech; Washington, D.C."
Charlie Chanaratsopon,Charlie,Chanaratsopon,Torch Capital,"New York, New York",Seed; Series A; Other Lists,Food and Beverage; Digital Health; Consumer Health; Media/Content; Health & Hospital Services; E-commerce; Health IT; Marketplaces; Consumer Internet; Austin; New York City
Claire Daly,Claire,Daly,Torch Capital,"New York, New York",Seed; Series A; Other Lists,Food and Beverage; Consumer Health; E-commerce; Marketplaces; Digital Health; Health & Hospital Services; Health IT; Consumer Internet; New York City
Chris Harper,Chris,Harper,Torch Capital,"New York, New York",Seed; Series A; Other Lists,Food and Beverage; Consumer Health; E-commerce; Marketplaces; Digital Health; Health & Hospital Services; Health IT; Consumer Internet; New York City
Sam Jones,Sam,Jones,Torch Capital,"New York, New York",Seed; Series A; Other Lists,Food and Beverage; E-commerce; Digital Health; Health & Hospital Services; Marketplaces; Health IT; FinTech; New York City
Jonathan Keidan,Jonathan,Keidan,Torch Capital,"New York, New York",Seed; Series A; Other Lists,Food and Beverage; Digital Health; Consumer Health; Media/Content; E-commerce; Health & Hospital Services; Health IT; Marketplaces; Consumer Internet; New York City
Mary-Catherine Lader,Mary-Catherine,Lader,Torch Capital,"New York, New York",Seed; Series A; Other Lists,Food and Beverage; New York City
Katie Reiner,Katie,Reiner,Torch Capital,"New York, New York",Seed; Series A; Other Lists,Food and Beverage; Consumer Health; E-commerce; Digital Health; Marketplaces; Consumer Internet; FinTech; New York City
Olga Belyanina,Olga,Belyanina,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,Entertainment & Sports; Education; Media/Content; Digital Health; Health & Hospital Services; Health IT; New York City
Greg Bergamesco,Greg,Bergamesco,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,EnergyTech; Insurance; Entertainment & Sports; Media/Content; Digital Health; Health & Hospital Services; Health IT; New York City
Aubrey Chappellet Flagler,Aubrey,Chappellet Flagler,Touchdown Ventures,"Los Angeles, California",Seed; Series A; Series B; Other Lists,AgTech; ClimateTech/CleanTech; BioTech; Los Angeles / Southern California
Rahul Daryanani,Rahul,Daryanani,Touchdown Ventures,"San Francisco, California",Seed; Series A; Series B; Other Lists,ConstructionTech; Manufacturing; Insurance; Payments; DeepTech; IoT; AI; FinTech; San Francisco Bay Area
Dan Deeney,Dan,Deeney,Touchdown Ventures,New York City,Seed; Series A; Series B; Other Lists,Security; Enterprise Applications; Cloud Infrastructure; Future of Work; Enterprise
Sophia Dodd,Sophia,Dodd,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,Real Estate/PropTech; Future of Work; FinTech; New York City
David Feldman,David,Feldman,Touchdown Ventures,"Boston, Massachusetts; New York, New York; San Francisco, California; Los Angeles, California; Detroit, Michigan; Seattle, Washington; Portland, Oregon",Seed; Series A; Series B; Other Lists,Food and Beverage; Payments; Health IT; FinTech; Consumer Internet; Marketplaces; AI; Enterprise; SaaS; Future of Work; Seattle / Portland; Midwest; Los Angeles / Southern California; Boston / New England; New York City; San Francisco Bay Area
Laure Fischer,Laure,Fischer,Touchdown Ventures,"San Francisco, California",Seed; Series A; Other Lists,Security; Future of Work; FinTech; San Francisco Bay Area
Will Geiger,Will,Geiger,Touchdown Ventures,"Los Angeles, California",Seed; Series A; Series B; Other Lists,Material Science; Manufacturing; Enterprise Applications; Logistics; Retail; ClimateTech/CleanTech; Enterprise; Los Angeles / Southern California
Rachel Gutnick,Rachel,Gutnick,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,MarketingTech; FinTech; New York City
Maddi Holman,Maddi,Holman,Touchdown Ventures,,Series A; Series B; Other Lists,AR/VR; Future of Work; Developer Tools; Cybersecurity; Cloud Infrastructure; IoT; AI; SaaS; Enterprise; Female Investors
David Horowitz,David,Horowitz,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,Advertising; Education; Real Estate/PropTech; Media/Content; FinTech; New York City
Brett Kadesh,Brett,Kadesh,Touchdown Ventures,,Seed; Series A; Series B; Other Lists,Local Services; Manufacturing; Retail; Logistics; Food and Beverage; AgTech; Consumer Health; E-commerce; Marketplaces; Consumer Internet; Investors who were founders; San Francisco Bay Area
Beth Kearns,Beth,Kearns,Touchdown Ventures,"Los Angeles, California",Seed; Series A; Series B; Other Lists,Direct-to-Consumer (DTC); Data Services; Entertainment & Sports; Gaming/eSports; Consumer Health; Media/Content; Los Angeles / Southern California
Brian Laegeler,Brian,Laegeler,Touchdown Ventures,"Chicago, Illinois",Seed; Series A; Series B; Other Lists,AR/VR; Cloud Infrastructure; Pharmaceuticals; Food and Beverage; Retail; BioTech; Digital Health; Health & Hospital Services; Health IT; Midwest
Scott Lenet,Scott,Lenet,Touchdown Ventures,"Los Angeles, California",Seed; Series A; Series B; Other Lists,Retail; Digital Health; Health & Hospital Services; Media/Content; Health IT; Los Angeles / Southern California
Noah Leshan,Noah,Leshan,Touchdown Ventures,"San Francisco, California",Seed; Series A; Series B; Other Lists,Direct-to-Consumer (DTC); ConstructionTech; Material Science; Manufacturing; DeepTech; Real Estate/PropTech; IoT; Future of Work; AI; Enterprise; Investors who invested in female founders; Investors who invested in diverse founders; San Francisco Bay Area
Louie Luong,Louie,Luong,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,Pharmaceuticals; FinTech; New York City
Douglas Munsey,Douglas,Munsey,Touchdown Ventures,"Berkeley, California",Seed; Series A; Series B; Other Lists,Medical Devices; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Alex Nwaka,Alex,Nwaka,Touchdown Ventures,San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Enterprise Applications; Enterprise
Vishnavi Paruchuri,Vishnavi,Paruchuri,Touchdown Ventures,"San Francisco, California",Seed; Series A; Series B; Other Lists,ConstructionTech; San Francisco Bay Area
Steven Peralta,Steven,Peralta,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,Education; Media/Content; FinTech; New York City
Kathy Quigley,Kathy,Quigley,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,Pharmaceuticals; BioTech; Digital Health; Health & Hospital Services; Health IT; New York City
J.J Sass,J.J,Sass,Touchdown Ventures,"Miami, Florida",Seed; Series A; Series B; Other Lists,Media/Content; IoT; Real Estate/PropTech; Consumer Internet; Raleigh-Durham / Southeast US
Hope Scott,Hope,Scott,Touchdown Ventures,"San Francisco, California",Seed; Series A; Series B; Other Lists,Pharmaceuticals; Consumer Health; Digital Health; Health & Hospital Services; Health IT; San Francisco Bay Area
Matthew Shackelford,Matthew,Shackelford,Touchdown Ventures,"Philadelphia, Pennsylvania",Seed; Series A; Series B; Other Lists,IoT; Cloud Infrastructure; AI; FinTech; New York City
Kindra Tatarsky,Kindra,Tatarsky,Touchdown Ventures,"San Francisco, California; San Francisco Bay Area",Seed; Series A; Series B; Other Lists,Retail; Real Estate/PropTech; Media/Content; Digital Health; Health & Hospital Services; Health IT; SaaS; FinTech
Jack Taylor,Jack,Taylor,Touchdown Ventures,Global,Seed; Series A; Series B; Other Lists,Hardware; Security; Data Services; IoT; Real Estate/PropTech; SaaS; Enterprise; New York City
AJ Tomas,AJ,Tomas,Touchdown Ventures,"New York, New York; San Francisco, California",Seed; Series A; Series B; Other Lists,Developer Tools; Enterprise Infrastructure; AI; Enterprise; Diverse Investors; New York City; San Francisco Bay Area
Selina Troesch Munster,Selina,Troesch Munster,Touchdown Ventures,"Los Angeles, California",Seed; Series A; Series B; Other Lists,AgTech; Real Estate/PropTech; Los Angeles / Southern California
Christina Tsai,Christina,Tsai,Touchdown Ventures,,Other Lists,Female Investors; Los Angeles / Southern California; Diverse Investors
Jack Warning,Jack,Warning,Touchdown Ventures,San Francisco Bay Area,Seed; Series A; Other Lists,AutoTech; Manufacturing; Digital Health; Health & Hospital Services; Health IT; FinTech; Consumer Internet
Ally Wuerfel,Ally,Wuerfel,Touchdown Ventures,Michigan,Seed; Series A; Series B,Real Estate/PropTech; FinTech
Deborah Zajac,Deborah,Zajac,Touchdown Ventures,New York City,Seed; Series A; Series B; Other Lists,EnergyTech; DeepTech; IoT; Retail; Digital Health; Health & Hospital Services; Health IT
Eric Budin,Eric,Budin,Touchdown Ventures,,,
Rich Grant,Rich,Grant,Touchdown Ventures,"San Francisco, California",Pre-seed; Seed; Other Lists,Education; Media/Content; Enterprise; SaaS; San Francisco Bay Area
Dan Abelon,Dan,Abelon,Two Sigma Ventures,"New York; Brooklyn, New York",Seed; Series A,IoT; Enterprise Applications; AI; Health IT; Enterprise; Consumer Internet
Colin Beirne,Colin,Beirne,Two Sigma Ventures,"New York, New York",Seed; Series A; Series B; Other Lists,Robotics; Real Estate/PropTech; Data Services; AI; FinTech; Consumer Internet; Enterprise; New York City
Jason Beverage,Jason,Beverage,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,Hardware; AI; Enterprise; New York City
Kyra Durko,Kyra,Durko,Two Sigma Ventures,"New York, New York",Seed; Series B; Other Lists,SaaS; Health IT; Enterprise; FinTech; New York City
Lindsey Gray,Lindsey,Gray,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,MarketingTech; Media/Content; New York City
Matt Greenwood,Matt,Greenwood,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,ConstructionTech; AI; New York City
Villi Iltchev,Villi,Iltchev,Two Sigma Ventures,"San Francisco, California; San Francisco Bay Area",Seed; Series A; Other Lists,Enterprise Applications; Developer Tools; SaaS; Enterprise
Matt Jacobus,Matt,Jacobus,Two Sigma Ventures,"New York; Brooklyn, New York",Seed; Series A,Data Services; AI
David Joerg,David,Joerg,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,Hardware; Data Services; AI; New York City
Andy Kangpan,Andy,Kangpan,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,Cybersecurity; Enterprise Applications; Web3/Blockchain; Enterprise; New York City
Dusan Perovic,Dusan,Perovic,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,Data Services; BioTech; Health IT; AI; New York City
Edward Schmidt,Edward,Schmidt,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,Data Services; Health IT; New York City
Frances Schwiep,Frances,Schwiep,Two Sigma Ventures,"New York, New York",Series A; Series B; Other Lists,Data Services; Cloud Infrastructure; AI; Consumer Internet; New York City
Marc Weill,Marc,Weill,Two Sigma Ventures,"New York, New York",Seed; Series A; Other Lists,Digital Health; FinTech; New York City
Mona Alsubaei,Mona,Alsubaei,Union Square Ventures,"New York, New York",Seed; Series A; Other Lists,TransportationTech; Retail; SMB Software; Media/Content; New York City
Hanel Baveja,Hanel,Baveja,Union Square Ventures,"New York, New York",Series B; Other Lists,Health & Hospital Services; Health IT; SaaS; New York City
Brad Burnham,Brad,Burnham,Union Square Ventures,"New York, New York",Seed; Other Lists,"Health & Hospital Services; Social Networks; Marketplaces; Angel, Scout, and Solo-Capitalists; New York City"
John Buttrick,John,Buttrick,Union Square Ventures,"New York, New York",Seed; Other Lists,Consumer Internet; Enterprise; New York City
Nick Grossman,Nick,Grossman,Union Square Ventures,"New York, New York",Seed; Series A; Other Lists,Security; Web3/Crypto; Data Services; Web3/Blockchain; Boston / New England; New York City
Rebecca Kaden,Rebecca,Kaden,Union Square Ventures,"New York, New York",Series A; Series B; Other Lists,Education; Human Capital/HRTech; Digital Health; Enterprise; Future of Work; FinTech; Web3/Blockchain; Consumer Internet; Marketplaces; Female Investors; Diverse Investors; New York City
Samson Mesele,Samson,Mesele,Union Square Ventures,"New York, New York",Seed; Series A; Other Lists,Retail; TransportationTech; SMB Software; Media/Content; New York City
Hannah Murdoch,Hannah,Murdoch,Union Square Ventures,"New York, New York",Seed; Series A; Other Lists,Education; New York City
Andy Weissman,Andy,Weissman,Union Square Ventures,"New York, New York",Seed; Other Lists,Social Commerce; Health IT; Social Networks; Enterprise; New York City
Albert Wenger,Albert,Wenger,Union Square Ventures,"New York, New York",Seed; Series A; Other Lists,"Chemicals; ClimateTech/CleanTech; Analytics; AI; Enterprise; Angel, Scout, and Solo-Capitalists; New York City"
Fred Wilson,Fred,Wilson,Union Square Ventures,"New York, New York",Seed; Series A; Other Lists,"Social Networks; Web3/Crypto; Web3/Blockchain; Enterprise; Angel, Scout, and Solo-Capitalists; New York City"
Amina Abrahams,Amina,Abrahams,Valar Ventures,"New York, New York",Seed; Series A; Other Lists,Enterprise; Consumer Internet; New York City
Giff Carter,Giff,Carter,Valar Ventures,"New York, New York",Seed; Series A; Other Lists,Enterprise; Consumer Internet; New York City
James Fitzgerald,James,Fitzgerald,Valar Ventures,"New York, New York",Seed; Series A; Series B; Other Lists,"Consumer Internet; Enterprise; Angel, Scout, and Solo-Capitalists; New York City"
Andrew McCormack,Andrew,McCormack,Valar Ventures,"New York, New York",Seed; Series A; Series B; Other Lists,"AI; Consumer Internet; Enterprise; FinTech; Diverse Investors; Investors who invested in female founders; Angel, Scout, and Solo-Capitalists; New York City"
Erin Ashley Porterfield,Erin Ashley,Porterfield,Valar Ventures,"New York, New York",Seed; Series A; Other Lists,Enterprise; Consumer Internet; New York City
Michael Roth,Michael,Roth,Valar Ventures,"New York, New York",Seed; Series A; Other Lists,FinTech; New York City
Sahar Shirazi,Sahar,Shirazi,Valar Ventures,"New York, New York",Seed; Series A; Other Lists,"Enterprise; Consumer Internet; Angel, Scout, and Solo-Capitalists; New York City"
Antoine Colaço,Antoine,Colaço,Valor Capital Group,"Palo Alto, California",Seed; Series A; Series B; Other Lists,Consumer Internet; Enterprise; San Francisco Bay Area
Carlos Costa,Carlos,Costa,Valor Capital Group,"Sao Paulo, Brazil",Seed; Series A,AgTech; Retail; Web3/Crypto
Sam Heck,Sam,Heck,Valor Capital Group,New York City,Seed; Series A; Series B; Other Lists,Consumer Internet; Enterprise
Jonathan Horn,Jonathan,Horn,Valor Capital Group,"Sao Paulo, Brazil",Seed; Series A,Consumer Internet; Enterprise
Carol Lacombe,Carol,Lacombe,Valor Capital Group,"Sao Paulo, Brazil",Seed; Series A,AgTech; Retail; Web3/Crypto
Beatriz Madeira,Beatriz,Madeira,Valor Capital Group,"Sao Paulo, Brazil",Seed; Series A,Retail; AgTech; Web3/Crypto
Felipe Mendes,Felipe,Mendes,Valor Capital Group,"Sao Paulo, Brazil; Rio De Janeiro, Brazil",Seed; Series A,Retail; AgTech; Web3/Crypto
Michael Nicklas,Michael,Nicklas,Valor Capital Group,"San Francisco Bay Area; New York, New York; Rio De Janeiro, Brazil",Seed; Series A; Other Lists,Messaging; Media/Content; Retail; AgTech; Web3/Crypto; New York City
Gabriel Rosenthal Gil,Gabriel,Rosenthal Gil,Valor Capital Group,"Sao Paulo, Brazil",Seed; Series A,AgTech; Retail; Web3/Crypto
Clifford Sobel,Clifford,Sobel,Valor Capital Group,New York,Seed,FinTech
Scott Sobel,Scott,Sobel,Valor Capital Group,"New York, New York",Series A; Series B; Other Lists,Enterprise; Consumer Internet; New York City
Kelli Spangler,Kelli,Spangler,Valor Capital Group,"New York, New York",Seed; Series A; Other Lists,Enterprise; Consumer Internet; New York City
Phillip Trauer,Phillip,Trauer,Valor Capital Group,"New York, New York; Miami, Florida; United States; Sao Paulo, Brazil",Seed; Series A; Other Lists,ClimateTech/CleanTech; AgTech; BioTech; AI; Raleigh-Durham / Southeast US; New York City
Eduardo Vasconcellos,Eduardo,Vasconcellos,Valor Capital Group,"Sao Paulo, Brazil",Seed; Series A,Web3/Crypto; FinTech
Doug Smith,Doug,Smith,Valor Capital Group,"New York, New York",Other Lists,New York City
Tom Arnost,Tom,Arnost,Verizon Ventures,"New York, New York",Pre-seed; Seed; Other Lists,Enterprise Applications; Entertainment & Sports; Advertising; Media/Content; Enterprise; New York City
Chris Bartlett,Chris,Bartlett,Verizon Ventures,"New York, New York",Pre-seed; Seed; Other Lists,MarketingTech; Retail; Advertising; New York City
Jeffrey Black,Jeffrey,Black,Verizon Ventures,"New York, New York",Pre-seed; Seed; Other Lists,AutoTech; Enterprise Applications; Enterprise; New York City
Thomas Camp,Thomas,Camp,Verizon Ventures,"San Francisco, California",Pre-seed; Seed; Other Lists,TransportationTech; IoT; SaaS; San Francisco Bay Area
Marah Dudenhoeffer,Marah,Dudenhoeffer,Verizon Ventures,"San Francisco, California",Pre-seed; Seed; Other Lists,Direct-to-Consumer (DTC); Entertainment & Sports; Enterprise Applications; Consumer Internet; Enterprise; San Francisco Bay Area
Corey Gutshall,Corey,Gutshall,Verizon Ventures,"New York, New York",Pre-seed; Seed; Other Lists,AutoTech; Hardware; Cloud Infrastructure; New York City
Alex Kaufman,Alex,Kaufman,Verizon Ventures,"San Francisco Bay Area; San Francisco, California",Seed; Series A; Other Lists,Media/Content; Consumer Internet
Winston Lin,Winston,Lin,Verizon Ventures,"New York, New York",Pre-seed; Seed; Other Lists,Enterprise Applications; IoT; Consumer Internet; Enterprise; New York City
Tammy Mahn,Tammy,Mahn,Verizon Ventures,Israel,Pre-seed; Seed; Other Lists,Entertainment & Sports; Enterprise Applications; Advertising; IoT; SaaS; Enterprise; Female Investors
Eyal Mamistvalov,Eyal,Mamistvalov,Verizon Ventures,"Israel; Tel Aviv, Israel",Pre-seed; Seed; Other Lists,Analytics; Cybersecurity; IoT
Michelle McCarthy,Michelle,McCarthy,Verizon Ventures,"New York, New York",Pre-seed; Seed; Other Lists,Advertising; Gaming/eSports; Entertainment & Sports; IoT; New York City
Ajay Patel,Ajay,Patel,Verizon Ventures,"New York, New York",Pre-seed; Seed; Other Lists,Hardware; Enterprise Applications; Advertising; Entertainment & Sports; Media/Content; Enterprise; New York City
Gal Ringel,Gal,Ringel,Verizon Ventures,"Israel; New York, New York; SF",Seed; Series A; Series B; Other Lists,Entertainment & Sports; IoT; TransportationTech; Analytics; Security; Data Services; Cloud Infrastructure; Enterprise; SaaS; AI; New York City
Kristina Serafim,Kristina,Serafim,Verizon Ventures,"Palo Alto, California; San Francisco, California",Pre-seed; Seed; Other Lists,AR/VR; IoT; Data Services; AI; San Francisco Bay Area
Gaurav Aggarwal,Gaurav,Aggarwal,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Chen Bian,Chen,Bian,Vivo Capital,"San Francisco, California; Shanghai",Seed; Series A; Other Lists,Medical Devices; Pharmaceuticals; Digital Health; Health & Hospital Services; Health IT; San Francisco Bay Area
Michael Chang,Michael,Chang,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; Health & Hospital Services; BioTech; Health IT; San Francisco Bay Area
Kevin dai,Kevin,dai,Vivo Capital,"San Francisco, California",Seed; Series A; Other Lists,Medical Devices; Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Nathan Dau,Nathan,Dau,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Digital Health; Health IT; Health & Hospital Services; San Francisco Bay Area
DanDan Dong,DanDan,Dong,Vivo Capital,"Shanghai; Palo Alto, California",Seed; Series A; Other Lists,Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Edgar Engleman,Edgar,Engleman,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Frank Kung,Frank,Kung,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Xiaoyang li,Xiaoyang,li,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Medical Devices; BioTech; San Francisco Bay Area
Yixuan Li,Yixuan,Li,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Digital Health; Marketplaces; Health & Hospital Services; Health IT; San Francisco Bay Area
David Liu,David,Liu,Vivo Capital,"Taiwan; Shanghai; Beijing; Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; San Francisco Bay Area
Hongbo Lu,Hongbo,Lu,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; Health & Hospital Services; BioTech; Health IT; San Francisco Bay Area
Zhongyi Lu,Zhongyi,Lu,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Consumer Health; Digital Health; Health & Hospital Services; Health IT; San Francisco Bay Area
Jan Møller Mikkelsen,Jan,Møller Mikkelsen,Vivo Capital,"San Francisco, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Katera Mujadidi,Katera,Mujadidi,Vivo Capital,"San Francisco, California",Seed; Series A; Other Lists,Consumer Internet; Enterprise; San Francisco Bay Area
Jack Nielsen,Jack,Nielsen,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; Health & Hospital Services; BioTech; Health IT; San Francisco Bay Area
Fabianne Nordenson,Fabianne,Nordenson,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Daniel Qin,Daniel,Qin,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Security; Marketplaces; San Francisco Bay Area
Mahendra Shah,Mahendra,Shah,Vivo Capital,"San Francisco, California",Seed; Series A; Other Lists,Pharmaceuticals; San Francisco Bay Area
Jo Shen,Jo,Shen,Vivo Capital,"San Francisco, California",Seed; Series A; Other Lists,Pharmaceuticals; San Francisco Bay Area
Joseph Siletto,Joseph,Siletto,Vivo Capital,"Massachusetts; San Francisco, California",Seed; Series A; Other Lists,Medical Devices; Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Priscilla Sugianto,Priscilla,Sugianto,Vivo Capital,"Santa Monica, California; United States",Seed; Series A; Series B; Other Lists,Medical Devices; BioTech; Health & Hospital Services; Health IT; Los Angeles / Southern California
Yuh-geng Tsay,Yuh-geng,Tsay,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT; San Francisco Bay Area
Jason Wang,Jason,Wang,Vivo Capital,"Menlo Park, California",Seed; Series A; Other Lists,BioTech; Consumer Internet; Enterprise; New York City; San Francisco Bay Area
Scott Whitcup,Scott,Whitcup,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; BioTech; Los Angeles / Southern California; San Francisco Bay Area
Daisy Xu,Daisy,Xu,Vivo Capital,"Taiwan; Palo Alto, California; Shanghai",Seed; Series A; Other Lists,Medical Devices; BioTech; San Francisco Bay Area
Chloe Zhang,Chloe,Zhang,Vivo Capital,"Beijing; Shanghai; Hong Kong; Taiwan; Palo Alto, California",Seed; Series A; Other Lists,Pharmaceuticals; Medical Devices; BioTech; San Francisco Bay Area
Lingfei Zhao,Lingfei,Zhao,Vivo Capital,"Palo Alto, California",Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT; San Francisco Bay Area
Rajeev Jotwani,Rajeev,Jotwani,AngelList,New York City,Seed; Series A; Other Lists,Consumer Internet; Enterprise
Avlok Kohli,Avlok,Kohli,AngelList,"South San Francisco, California",Pre-seed; Other Lists,Consumer Internet; Enterprise; San Francisco Bay Area
Sunil Pai,Sunil,Pai,AngelList,"New York, New York; San Francisco Bay Area",Seed; Series A; Other Lists,Social Commerce; Digital Health; Health & Hospital Services; Health IT; Marketplaces; Future of Work; Enterprise; Consumer Internet; New York City
Shalini Prakash,Shalini,Prakash,AngelList,India,Seed; Series A; Series B,Consumer Internet; Enterprise
Utsav Somani,Utsav,Somani,AngelList,"San Francisco, California",Seed; Other Lists,Logistics; Social Commerce; Payments; SMB Software; Analytics; Social Networks; Web3/Crypto; Marketplaces; AI; SaaS; Diverse Investors; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; San Francisco Bay Area
Stephen Francis,Stephen,Francis,Arrive,New York City,Seed; Series A; Other Lists,Cosmetics; Gaming/eSports; Entertainment & Sports; Insurance; Education; Media/Content; BioTech
Neil Sirni,Neil,Sirni,Arrive,,Series A; Series B; Other Lists,Gig Economy; Gaming/eSports; Insurance; Consumer Health; Web3/Blockchain; Real Estate/PropTech; Digital Health; Marketplaces; Consumer Internet; FinTech; Investors who were founders; New York City
Pedro Dias,Pedro,Dias,Atman Capital,New York City,Pre-seed; Seed; Other Lists,FinTech
Gabriel Sabbag,Gabriel,Sabbag,Atman Capital,London,Pre-seed; Seed; Other Lists,EnergyTech; Logistics; Retail
Pedro Sorrentino,Pedro,Sorrentino,Atman Capital,"San Francisco, California",Seed; Series A; Other Lists,Web3/Blockchain; Consumer Internet; Enterprise; San Francisco Bay Area
Sarah Tulin,Sarah,Tulin,Atman Capital,"San Francisco, California",Pre-seed; Seed; Other Lists,Web3/Crypto; Web3/Blockchain; San Francisco Bay Area
Elizabeth Horn,Elizabeth,Horn,Autism Impact Fund,San Francisco Bay Area,Seed; Series A; Other Lists,Therapeutics; Diagnostics; Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT
Christopher Male,Christopher,Male,Autism Impact Fund,Florida,Seed; Series A,Diagnostics; Therapeutics; Pharmaceuticals; AR/VR; Impact; Consumer Health; Real Estate/PropTech; Digital Health; Health & Hospital Services; Health IT
Katie Mangialardi,Katie,Mangialardi,Autism Impact Fund,New York City,Seed; Series A; Other Lists,Therapeutics; Diagnostics; Pharmaceuticals; BioTech
Robert Sarrazin,Robert,Sarrazin,Autism Impact Fund,New York City,Seed; Series A; Other Lists,Manufacturing; Retail; Digital Health; Media/Content; Health & Hospital Services; Health IT
Evan Burnstein,Evan,Burnstein,Counterview Capital,New York City,Pre-seed; Seed; Other Lists,Cloud Infrastructure; Analytics; Consumer Internet
Brian Rubenstein,Brian,Rubenstein,Counterview Capital,"New York, New York",Pre-seed; Seed; Other Lists,Games; Gaming/eSports; Education; FinTech; New York City
